Sample name	Superpop. code	Suffix	Sex	Superpop.	Subpop.	Subpop. Code
GM10836	EUR	10836	female	European Ancestry	CEPH	CEU
GM10837	EUR	10837	male	European Ancestry	CEPH	CEU
GM10838	EUR	10838	male	European Ancestry	CEPH	CEU
GM10839	EUR	10839	female	European Ancestry	CEPH	CEU
GM10840	EUR	10840	female	European Ancestry	CEPH	CEU
GM10842	EUR	10842	male	European Ancestry	CEPH	CEU
GM10843	EUR	10843	female	European Ancestry	CEPH	CEU
GM10845	EUR	10845	male	European Ancestry	CEPH	CEU
GM10846	EUR	10846	male	European Ancestry	CEPH	CEU
GM10847	EUR	10847	female	European Ancestry	CEPH	CEU
GM10851	EUR	10851	male	European Ancestry	CEPH	CEU
GM10852	EUR	10852	female	European Ancestry	CEPH	CEU
GM10854	EUR	10854	female	European Ancestry	CEPH	CEU
GM10855	EUR	10855	female	European Ancestry	CEPH	CEU
GM10856	EUR	10856	male	European Ancestry	CEPH	CEU
GM10857	EUR	10857	male	European Ancestry	CEPH	CEU
GM10859	EUR	10859	female	European Ancestry	CEPH	CEU
GM10860	EUR	10860	male	European Ancestry	CEPH	CEU
GM10861	EUR	10861	female	European Ancestry	CEPH	CEU
GM10863	EUR	10863	female	European Ancestry	CEPH	CEU
GM10864	EUR	10864	female	European Ancestry	CEPH	CEU
GM10865	EUR	10865	male	European Ancestry	CEPH	CEU
GM11829	EUR	11829	male	European Ancestry	CEPH	CEU
GM11830	EUR	11830	female	European Ancestry	CEPH	CEU
GM11831	EUR	11831	male	European Ancestry	CEPH	CEU
GM11832	EUR	11832	female	European Ancestry	CEPH	CEU
GM11839	EUR	11839	male	European Ancestry	CEPH	CEU
GM11840	EUR	11840	female	European Ancestry	CEPH	CEU
GM11843	EUR	11843	male	European Ancestry	CEPH	CEU
GM11881	EUR	11881	male	European Ancestry	CEPH	CEU
GM11882	EUR	11882	female	European Ancestry	CEPH	CEU
GM11891	EUR	11891	male	European Ancestry	CEPH	CEU
GM11892	EUR	11892	female	European Ancestry	CEPH	CEU
GM11893	EUR	11893	male	European Ancestry	CEPH	CEU
GM11894	EUR	11894	female	European Ancestry	CEPH	CEU
GM11917	EUR	11917	male	European Ancestry	CEPH	CEU
GM11918	EUR	11918	female	European Ancestry	CEPH	CEU
GM11919	EUR	11919	male	European Ancestry	CEPH	CEU
GM11920	EUR	11920	female	European Ancestry	CEPH	CEU
GM11930	EUR	11930	male	European Ancestry	CEPH	CEU
GM11931	EUR	11931	female	European Ancestry	CEPH	CEU
GM11932	EUR	11932	male	European Ancestry	CEPH	CEU
GM11933	EUR	11933	female	European Ancestry	CEPH	CEU
GM11992	EUR	11992	male	European Ancestry	CEPH	CEU
GM11993	EUR	11993	female	European Ancestry	CEPH	CEU
GM11994	EUR	11994	male	European Ancestry	CEPH	CEU
GM11995	EUR	11995	female	European Ancestry	CEPH	CEU
GM12003	EUR	12003	male	European Ancestry	CEPH	CEU
GM12004	EUR	12004	female	European Ancestry	CEPH	CEU
GM12005	EUR	12005	male	European Ancestry	CEPH	CEU
GM12006	EUR	12006	female	European Ancestry	CEPH	CEU
GM12043	EUR	12043	male	European Ancestry	CEPH	CEU
GM12044	EUR	12044	female	European Ancestry	CEPH	CEU
GM12045	EUR	12045	male	European Ancestry	CEPH	CEU
GM12046	EUR	12046	female	European Ancestry	CEPH	CEU
GM12056	EUR	12056	male	European Ancestry	CEPH	CEU
GM12057	EUR	12057	female	European Ancestry	CEPH	CEU
GM12058	EUR	12058	female	European Ancestry	CEPH	CEU
GM12144	EUR	12144	male	European Ancestry	CEPH	CEU
GM12145	EUR	12145	female	European Ancestry	CEPH	CEU
GM12146	EUR	12146	male	European Ancestry	CEPH	CEU
GM12154	EUR	12154	male	European Ancestry	CEPH	CEU
GM12155	EUR	12155	male	European Ancestry	CEPH	CEU
GM12156	EUR	12156	female	European Ancestry	CEPH	CEU
GM12234	EUR	12234	female	European Ancestry	CEPH	CEU
GM12236	EUR	12236	female	European Ancestry	CEPH	CEU
GM12239	EUR	12239	female	European Ancestry	CEPH	CEU
GM12248	EUR	12248	male	European Ancestry	CEPH	CEU
GM12249	EUR	12249	female	European Ancestry	CEPH	CEU
GM12264	EUR	12264	male	European Ancestry	CEPH	CEU
GM12272	EUR	12272	male	European Ancestry	CEPH	CEU
GM12273	EUR	12273	female	European Ancestry	CEPH	CEU
GM12274	EUR	12274	male	European Ancestry	CEPH	CEU
GM12275	EUR	12275	female	European Ancestry	CEPH	CEU
GM12282	EUR	12282	male	European Ancestry	CEPH	CEU
GM12283	EUR	12283	female	European Ancestry	CEPH	CEU
GM12286	EUR	12286	male	European Ancestry	CEPH	CEU
GM12287	EUR	12287	female	European Ancestry	CEPH	CEU
GM12329	EUR	12329	female	European Ancestry	CEPH	CEU
GM12335	EUR	12335	male	European Ancestry	CEPH	CEU
GM12336	EUR	12336	female	European Ancestry	CEPH	CEU
GM12340	EUR	12340	male	European Ancestry	CEPH	CEU
GM12341	EUR	12341	female	European Ancestry	CEPH	CEU
GM12342	EUR	12342	male	European Ancestry	CEPH	CEU
GM12343	EUR	12343	female	European Ancestry	CEPH	CEU
GM12344	EUR	12344	male	European Ancestry	CEPH	CEU
GM12347	EUR	12347	male	European Ancestry	CEPH	CEU
GM12348	EUR	12348	female	European Ancestry	CEPH	CEU
GM12376	EUR	12376	female	European Ancestry	CEPH	CEU
GM12383	EUR	12383	female	European Ancestry	CEPH	CEU
GM12386	EUR	12386	female	European Ancestry	CEPH	CEU
GM12399	EUR	12399	male	European Ancestry	CEPH	CEU
GM12400	EUR	12400	female	European Ancestry	CEPH	CEU
GM12413	EUR	12413	male	European Ancestry	CEPH	CEU
GM12414	EUR	12414	female	European Ancestry	CEPH	CEU
GM12485	EUR	12485	male	European Ancestry	CEPH	CEU
GM12489	EUR	12489	female	European Ancestry	CEPH	CEU
GM12546	EUR	12546	male	European Ancestry	CEPH	CEU
GM12707	EUR	12707	male	European Ancestry	CEPH	CEU
GM12716	EUR	12716	male	European Ancestry	CEPH	CEU
GM12717	EUR	12717	female	European Ancestry	CEPH	CEU
GM12718	EUR	12718	female	European Ancestry	CEPH	CEU
GM12739	EUR	12739	male	European Ancestry	CEPH	CEU
GM12740	EUR	12740	female	European Ancestry	CEPH	CEU
GM12748	EUR	12748	male	European Ancestry	CEPH	CEU
GM12749	EUR	12749	female	European Ancestry	CEPH	CEU
GM12750	EUR	12750	male	European Ancestry	CEPH	CEU
GM12751	EUR	12751	female	European Ancestry	CEPH	CEU
GM12752	EUR	12752	male	European Ancestry	CEPH	CEU
GM12753	EUR	12753	female	European Ancestry	CEPH	CEU
GM12760	EUR	12760	male	European Ancestry	CEPH	CEU
GM12761	EUR	12761	female	European Ancestry	CEPH	CEU
GM12762	EUR	12762	male	European Ancestry	CEPH	CEU
GM12763	EUR	12763	female	European Ancestry	CEPH	CEU
GM12766	EUR	12766	male	European Ancestry	CEPH	CEU
GM12767	EUR	12767	female	European Ancestry	CEPH	CEU
GM12775	EUR	12775	male	European Ancestry	CEPH	CEU
GM12776	EUR	12776	female	European Ancestry	CEPH	CEU
GM12777	EUR	12777	male	European Ancestry	CEPH	CEU
GM12778	EUR	12778	female	European Ancestry	CEPH	CEU
GM12801	EUR	12801	male	European Ancestry	CEPH	CEU
GM12802	EUR	12802	female	European Ancestry	CEPH	CEU
GM12812	EUR	12812	male	European Ancestry	CEPH	CEU
GM12813	EUR	12813	female	European Ancestry	CEPH	CEU
GM12814	EUR	12814	male	European Ancestry	CEPH	CEU
GM12815	EUR	12815	female	European Ancestry	CEPH	CEU
GM12817	EUR	12817	male	European Ancestry	CEPH	CEU
GM12818	EUR	12818	female	European Ancestry	CEPH	CEU
GM12827	EUR	12827	male	European Ancestry	CEPH	CEU
GM12828	EUR	12828	female	European Ancestry	CEPH	CEU
GM12829	EUR	12829	male	European Ancestry	CEPH	CEU
GM12830	EUR	12830	female	European Ancestry	CEPH	CEU
GM12832	EUR	12832	female	European Ancestry	CEPH	CEU
GM12842	EUR	12842	male	European Ancestry	CEPH	CEU
GM12843	EUR	12843	female	European Ancestry	CEPH	CEU
GM12864	EUR	12864	male	European Ancestry	CEPH	CEU
GM12865	EUR	12865	female	European Ancestry	CEPH	CEU
GM12872	EUR	12872	male	European Ancestry	CEPH	CEU
GM12873	EUR	12873	female	European Ancestry	CEPH	CEU
GM12874	EUR	12874	male	European Ancestry	CEPH	CEU
GM12875	EUR	12875	female	European Ancestry	CEPH	CEU
GM12877	EUR	12877	male	European Ancestry	CEPH	CEU
GM12878	EUR	12878	female	European Ancestry	CEPH	CEU
GM12889	EUR	12889	male	European Ancestry	CEPH	CEU
GM12890	EUR	12890	female	European Ancestry	CEPH	CEU
GM12891	EUR	12891	male	European Ancestry	CEPH	CEU
GM12892	EUR	12892	female	European Ancestry	CEPH	CEU
HG01112	AMR	1112	male	American Ancestry	Colombian	CLM
HG01113	AMR	1113	female	American Ancestry	Colombian	CLM
HG01114	AMR	1114	female	American Ancestry	Colombian	CLM
HG01119	AMR	1119	female	American Ancestry	Colombian	CLM
HG01121	AMR	1121	male	American Ancestry	Colombian	CLM
HG01122	AMR	1122	female	American Ancestry	Colombian	CLM
HG01124	AMR	1124	male	American Ancestry	Colombian	CLM
HG01125	AMR	1125	female	American Ancestry	Colombian	CLM
HG01126	AMR	1126	male	American Ancestry	Colombian	CLM
HG01130	AMR	1130	male	American Ancestry	Colombian	CLM
HG01131	AMR	1131	female	American Ancestry	Colombian	CLM
HG01133	AMR	1133	male	American Ancestry	Colombian	CLM
HG01134	AMR	1134	female	American Ancestry	Colombian	CLM
HG01135	AMR	1135	male	American Ancestry	Colombian	CLM
HG01136	AMR	1136	male	American Ancestry	Colombian	CLM
HG01137	AMR	1137	female	American Ancestry	Colombian	CLM
HG01138	AMR	1138	male	American Ancestry	Colombian	CLM
HG01139	AMR	1139	male	American Ancestry	Colombian	CLM
HG01140	AMR	1140	female	American Ancestry	Colombian	CLM
HG01141	AMR	1141	female	American Ancestry	Colombian	CLM
HG01142	AMR	1142	male	American Ancestry	Colombian	CLM
HG01148	AMR	1148	male	American Ancestry	Colombian	CLM
HG01149	AMR	1149	female	American Ancestry	Colombian	CLM
HG01150	AMR	1150	female	American Ancestry	Colombian	CLM
HG01250	AMR	1250	male	American Ancestry	Colombian	CLM
HG01251	AMR	1251	female	American Ancestry	Colombian	CLM
HG01252	AMR	1252	male	American Ancestry	Colombian	CLM
HG01253	AMR	1253	male	American Ancestry	Colombian	CLM
HG01254	AMR	1254	female	American Ancestry	Colombian	CLM
HG01255	AMR	1255	male	American Ancestry	Colombian	CLM
HG01256	AMR	1256	male	American Ancestry	Colombian	CLM
HG01257	AMR	1257	female	American Ancestry	Colombian	CLM
HG01258	AMR	1258	male	American Ancestry	Colombian	CLM
HG01259	AMR	1259	male	American Ancestry	Colombian	CLM
HG01260	AMR	1260	female	American Ancestry	Colombian	CLM
HG01261	AMR	1261	male	American Ancestry	Colombian	CLM
HG01269	AMR	1269	female	American Ancestry	Colombian	CLM
HG01271	AMR	1271	male	American Ancestry	Colombian	CLM
HG01272	AMR	1272	female	American Ancestry	Colombian	CLM
HG01273	AMR	1273	male	American Ancestry	Colombian	CLM
HG01274	AMR	1274	male	American Ancestry	Colombian	CLM
HG01275	AMR	1275	female	American Ancestry	Colombian	CLM
HG01276	AMR	1276	female	American Ancestry	Colombian	CLM
HG01277	AMR	1277	male	American Ancestry	Colombian	CLM
HG01278	AMR	1278	female	American Ancestry	Colombian	CLM
HG01279	AMR	1279	female	American Ancestry	Colombian	CLM
HG01280	AMR	1280	male	American Ancestry	Colombian	CLM
HG01281	AMR	1281	female	American Ancestry	Colombian	CLM
HG01284	AMR	1284	female	American Ancestry	Colombian	CLM
HG01341	AMR	1341	male	American Ancestry	Colombian	CLM
HG01342	AMR	1342	female	American Ancestry	Colombian	CLM
HG01343	AMR	1343	female	American Ancestry	Colombian	CLM
HG01344	AMR	1344	male	American Ancestry	Colombian	CLM
HG01345	AMR	1345	female	American Ancestry	Colombian	CLM
HG01346	AMR	1346	female	American Ancestry	Colombian	CLM
HG01347	AMR	1347	male	American Ancestry	Colombian	CLM
HG01348	AMR	1348	female	American Ancestry	Colombian	CLM
HG01349	AMR	1349	female	American Ancestry	Colombian	CLM
HG01350	AMR	1350	male	American Ancestry	Colombian	CLM
HG01351	AMR	1351	female	American Ancestry	Colombian	CLM
HG01352	AMR	1352	female	American Ancestry	Colombian	CLM
HG01353	AMR	1353	male	American Ancestry	Colombian	CLM
HG01354	AMR	1354	female	American Ancestry	Colombian	CLM
HG01355	AMR	1355	female	American Ancestry	Colombian	CLM
HG01356	AMR	1356	male	American Ancestry	Colombian	CLM
HG01357	AMR	1357	female	American Ancestry	Colombian	CLM
HG01358	AMR	1358	male	American Ancestry	Colombian	CLM
HG01359	AMR	1359	male	American Ancestry	Colombian	CLM
HG01360	AMR	1360	female	American Ancestry	Colombian	CLM
HG01361	AMR	1361	female	American Ancestry	Colombian	CLM
HG01362	AMR	1362	male	American Ancestry	Colombian	CLM
HG01363	AMR	1363	female	American Ancestry	Colombian	CLM
HG01365	AMR	1365	male	American Ancestry	Colombian	CLM
HG01366	AMR	1366	female	American Ancestry	Colombian	CLM
HG01367	AMR	1367	female	American Ancestry	Colombian	CLM
HG01369	AMR	1369	female	American Ancestry	Colombian	CLM
HG01372	AMR	1372	female	American Ancestry	Colombian	CLM
HG01374	AMR	1374	male	American Ancestry	Colombian	CLM
HG01375	AMR	1375	female	American Ancestry	Colombian	CLM
HG01376	AMR	1376	female	American Ancestry	Colombian	CLM
HG01377	AMR	1377	male	American Ancestry	Colombian	CLM
HG01378	AMR	1378	female	American Ancestry	Colombian	CLM
HG01379	AMR	1379	female	American Ancestry	Colombian	CLM
HG01383	AMR	1383	male	American Ancestry	Colombian	CLM
HG01384	AMR	1384	female	American Ancestry	Colombian	CLM
HG01385	AMR	1385	female	American Ancestry	Colombian	CLM
HG01389	AMR	1389	male	American Ancestry	Colombian	CLM
HG01390	AMR	1390	female	American Ancestry	Colombian	CLM
HG01391	AMR	1391	female	American Ancestry	Colombian	CLM
HG01431	AMR	1431	male	American Ancestry	Colombian	CLM
HG01432	AMR	1432	female	American Ancestry	Colombian	CLM
HG01433	AMR	1433	male	American Ancestry	Colombian	CLM
HG01435	AMR	1435	female	American Ancestry	Colombian	CLM
HG01437	AMR	1437	male	American Ancestry	Colombian	CLM
HG01438	AMR	1438	female	American Ancestry	Colombian	CLM
HG01439	AMR	1439	female	American Ancestry	Colombian	CLM
HG01440	AMR	1440	male	American Ancestry	Colombian	CLM
HG01441	AMR	1441	female	American Ancestry	Colombian	CLM
HG01443	AMR	1443	male	American Ancestry	Colombian	CLM
HG01444	AMR	1444	female	American Ancestry	Colombian	CLM
HG01447	AMR	1447	female	American Ancestry	Colombian	CLM
HG01455	AMR	1455	male	American Ancestry	Colombian	CLM
HG01456	AMR	1456	female	American Ancestry	Colombian	CLM
HG01457	AMR	1457	male	American Ancestry	Colombian	CLM
HG01459	AMR	1459	female	American Ancestry	Colombian	CLM
HG01461	AMR	1461	male	American Ancestry	Colombian	CLM
HG01462	AMR	1462	female	American Ancestry	Colombian	CLM
HG01463	AMR	1463	female	American Ancestry	Colombian	CLM
HG01464	AMR	1464	male	American Ancestry	Colombian	CLM
HG01465	AMR	1465	female	American Ancestry	Colombian	CLM
HG01466	AMR	1466	female	American Ancestry	Colombian	CLM
HG01468	AMR	1468	female	American Ancestry	Colombian	CLM
HG01474	AMR	1474	female	American Ancestry	Colombian	CLM
HG01479	AMR	1479	male	American Ancestry	Colombian	CLM
HG01485	AMR	1485	male	American Ancestry	Colombian	CLM
HG01486	AMR	1486	female	American Ancestry	Colombian	CLM
HG01488	AMR	1488	male	American Ancestry	Colombian	CLM
HG01489	AMR	1489	female	American Ancestry	Colombian	CLM
HG01490	AMR	1490	female	American Ancestry	Colombian	CLM
HG01491	AMR	1491	male	American Ancestry	Colombian	CLM
HG01492	AMR	1492	female	American Ancestry	Colombian	CLM
HG01493	AMR	1493	female	American Ancestry	Colombian	CLM
HG01494	AMR	1494	male	American Ancestry	Colombian	CLM
HG01495	AMR	1495	female	American Ancestry	Colombian	CLM
HG01496	AMR	1496	female	American Ancestry	Colombian	CLM
HG01497	AMR	1497	male	American Ancestry	Colombian	CLM
HG01498	AMR	1498	female	American Ancestry	Colombian	CLM
HG01499	AMR	1499	male	American Ancestry	Colombian	CLM
HG01550	AMR	1550	male	American Ancestry	Colombian	CLM
HG01551	AMR	1551	female	American Ancestry	Colombian	CLM
HG01552	AMR	1552	male	American Ancestry	Colombian	CLM
HG01556	AMR	1556	male	American Ancestry	Colombian	CLM
HG00759	EAS	759	female	East Asian Ancestry	Dai Chinese	CDX
HG00766	EAS	766	female	East Asian Ancestry	Dai Chinese	CDX
HG00844	EAS	844	male	East Asian Ancestry	Dai Chinese	CDX
HG00851	EAS	851	female	East Asian Ancestry	Dai Chinese	CDX
HG00864	EAS	864	female	East Asian Ancestry	Dai Chinese	CDX
HG00867	EAS	867	female	East Asian Ancestry	Dai Chinese	CDX
HG00879	EAS	879	female	East Asian Ancestry	Dai Chinese	CDX
HG00881	EAS	881	male	East Asian Ancestry	Dai Chinese	CDX
HG00956	EAS	956	female	East Asian Ancestry	Dai Chinese	CDX
HG00978	EAS	978	female	East Asian Ancestry	Dai Chinese	CDX
HG00982	EAS	982	male	East Asian Ancestry	Dai Chinese	CDX
HG01028	EAS	1028	male	East Asian Ancestry	Dai Chinese	CDX
HG01029	EAS	1029	female	East Asian Ancestry	Dai Chinese	CDX
HG01031	EAS	1031	male	East Asian Ancestry	Dai Chinese	CDX
HG01046	EAS	1046	female	East Asian Ancestry	Dai Chinese	CDX
HG01794	EAS	1794	female	East Asian Ancestry	Dai Chinese	CDX
HG01795	EAS	1795	female	East Asian Ancestry	Dai Chinese	CDX
HG01796	EAS	1796	female	East Asian Ancestry	Dai Chinese	CDX
HG01797	EAS	1797	female	East Asian Ancestry	Dai Chinese	CDX
HG01798	EAS	1798	female	East Asian Ancestry	Dai Chinese	CDX
HG01799	EAS	1799	female	East Asian Ancestry	Dai Chinese	CDX
HG01800	EAS	1800	female	East Asian Ancestry	Dai Chinese	CDX
HG01801	EAS	1801	female	East Asian Ancestry	Dai Chinese	CDX
HG01802	EAS	1802	female	East Asian Ancestry	Dai Chinese	CDX
HG01804	EAS	1804	female	East Asian Ancestry	Dai Chinese	CDX
HG01805	EAS	1805	female	East Asian Ancestry	Dai Chinese	CDX
HG01806	EAS	1806	female	East Asian Ancestry	Dai Chinese	CDX
HG01807	EAS	1807	female	East Asian Ancestry	Dai Chinese	CDX
HG01808	EAS	1808	female	East Asian Ancestry	Dai Chinese	CDX
HG01809	EAS	1809	female	East Asian Ancestry	Dai Chinese	CDX
HG01810	EAS	1810	male	East Asian Ancestry	Dai Chinese	CDX
HG01811	EAS	1811	male	East Asian Ancestry	Dai Chinese	CDX
HG01812	EAS	1812	female	East Asian Ancestry	Dai Chinese	CDX
HG01813	EAS	1813	female	East Asian Ancestry	Dai Chinese	CDX
HG01815	EAS	1815	female	East Asian Ancestry	Dai Chinese	CDX
HG01816	EAS	1816	male	East Asian Ancestry	Dai Chinese	CDX
HG01817	EAS	1817	female	East Asian Ancestry	Dai Chinese	CDX
HG02151	EAS	2151	female	East Asian Ancestry	Dai Chinese	CDX
HG02152	EAS	2152	female	East Asian Ancestry	Dai Chinese	CDX
HG02153	EAS	2153	female	East Asian Ancestry	Dai Chinese	CDX
HG02154	EAS	2154	female	East Asian Ancestry	Dai Chinese	CDX
HG02155	EAS	2155	female	East Asian Ancestry	Dai Chinese	CDX
HG02156	EAS	2156	female	East Asian Ancestry	Dai Chinese	CDX
HG02164	EAS	2164	female	East Asian Ancestry	Dai Chinese	CDX
HG02165	EAS	2165	female	East Asian Ancestry	Dai Chinese	CDX
HG02166	EAS	2166	female	East Asian Ancestry	Dai Chinese	CDX
HG02178	EAS	2178	female	East Asian Ancestry	Dai Chinese	CDX
HG02179	EAS	2179	female	East Asian Ancestry	Dai Chinese	CDX
HG02180	EAS	2180	female	East Asian Ancestry	Dai Chinese	CDX
HG02181	EAS	2181	female	East Asian Ancestry	Dai Chinese	CDX
HG02182	EAS	2182	female	East Asian Ancestry	Dai Chinese	CDX
HG02184	EAS	2184	female	East Asian Ancestry	Dai Chinese	CDX
HG02185	EAS	2185	female	East Asian Ancestry	Dai Chinese	CDX
HG02186	EAS	2186	female	East Asian Ancestry	Dai Chinese	CDX
HG02187	EAS	2187	female	East Asian Ancestry	Dai Chinese	CDX
HG02188	EAS	2188	female	East Asian Ancestry	Dai Chinese	CDX
HG02190	EAS	2190	female	East Asian Ancestry	Dai Chinese	CDX
HG02250	EAS	2250	male	East Asian Ancestry	Dai Chinese	CDX
HG02351	EAS	2351	male	East Asian Ancestry	Dai Chinese	CDX
HG02353	EAS	2353	male	East Asian Ancestry	Dai Chinese	CDX
